npcid_XBXXZ	type_XBXXZ	name_XBXXZ	race_XBXXZ	level_XBXXZ	damage_XBXXZ	defence_XBXXZ	aspeed_XBXXZ	maxhp_XBXXZ	reputation_XBXXZ	deathreputation_XBXXZ	pkscore_XBXXZ	drop_XBXXZ
7431	2	枉死.禄存星君	2	120	144900	0	120	3150000	1	10000	脖子洗干净了吗？	
7432	2	枉死.巨门星君	3	120	152145	0	120	3307500	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7433	2	枉死.度厄星君	4	120	159753	0	120	3472875	1	10000	脖子洗干净了吗？	
7434	2	枉死.司禄星君	1	120	167740	0	120	3646519	1	10000	脖子洗干净了吗？	
7435	2	枉死.延寿星君	2	120	176127	0	120	3828845	1	10000	脖子洗干净了吗？	
7436	2	枉死.上生星君	3	120	184933	0	120	4020287	1	10000	脖子洗干净了吗？	
7437	2	枉死.文曲星君	4	120	194180	0	120	4221301	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7438	2	枉死.武曲星君	1	120	203889	0	120	4432366	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7439	2	枉死.益算星君	2	120	214084	0	120	4653985	1	10000	不自量力的家伙，你是赶来送死的吗？	
7440	2	枉死.破军星君	4	120	224788	0	120	4886684	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7441	2	枉死.司命星君	1	120	236027	0	120	5131018	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7442	2	枉死.破军星君	2	120	247828	0	120	5387569	1	10000	不自量力的家伙，你是赶来送死的吗？	
7443	2	火山.廉贞星君	1	120	144000	0	120	3120000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7444	2	火山.禄存星君	2	120	151200	0	120	3276000	1	10000	脖子洗干净了吗？	
7445	2	火山.巨门星君	3	120	158760	0	120	3439800	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7446	2	火山.度厄星君	4	120	166698	0	120	3611790	1	10000	脖子洗干净了吗？	
7447	2	火山.司禄星君	1	120	175033	0	120	3792380	1	10000	脖子洗干净了吗？	
7448	2	火山.延寿星君	2	120	183785	0	120	3981998	1	10000	脖子洗干净了吗？	
7449	2	火山.上生星君	3	120	192974	0	120	4181098	1	10000	脖子洗干净了吗？	
7450	2	火山.文曲星君	4	120	202623	0	120	4390153	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7451	2	火山.武曲星君	1	120	212754	0	120	4609661	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7452	2	火山.益算星君	2	120	223392	0	120	4840144	1	10000	不自量力的家伙，你是赶来送死的吗？	
7453	2	火山.破军星君	4	120	234561	0	120	5082151	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7454	2	火山.司命星君	1	120	246289	0	120	5336259	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7455	2	火山.破军星君	2	120	258604	0	120	5603072	1	10000	不自量力的家伙，你是赶来送死的吗？	
7456	2	白骨.廉贞星君	1	120	150000	0	120	3240000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7457	2	白骨.禄存星君	2	120	157500	0	120	3402000	1	10000	脖子洗干净了吗？	
7458	2	白骨.巨门星君	3	120	165375	0	120	3572100	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7459	2	白骨.度厄星君	4	120	173644	0	120	3750705	1	10000	脖子洗干净了吗？	
7460	2	白骨.司禄星君	1	120	182326	0	120	3938240	1	10000	脖子洗干净了吗？	
7461	2	白骨.延寿星君	2	120	191442	0	120	4135152	1	10000	脖子洗干净了吗？	
7462	2	白骨.上生星君	3	120	201015	0	120	4341910	1	10000	脖子洗干净了吗？	
7463	2	白骨.文曲星君	4	120	211065	0	120	4559005	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7464	2	白骨.武曲星君	1	120	221619	0	120	4786956	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7465	2	白骨.益算星君	2	120	232699	0	120	5026303	1	10000	不自量力的家伙，你是赶来送死的吗？	
7466	2	白骨.破军星君	4	120	244334	0	120	5277619	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7467	2	白骨.司命星君	1	120	256551	0	120	5541500	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7468	2	白骨.破军星君	2	120	269379	0	120	5818574	1	10000	不自量力的家伙，你是赶来送死的吗？	
7469	2	乱魂.廉贞星君	1	120	156000	0	120	3360000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7470	2	乱魂.禄存星君	2	120	163800	0	120	3528000	1	10000	脖子洗干净了吗？	
7471	2	乱魂.巨门星君	3	120	171990	0	120	3704400	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7472	2	乱魂.度厄星君	4	120	180590	0	120	3889620	1	10000	脖子洗干净了吗？	
7473	2	乱魂.司禄星君	1	120	189619	0	120	4084101	1	10000	脖子洗干净了吗？	
7474	2	乱魂.延寿星君	2	120	199100	0	120	4288306	1	10000	脖子洗干净了吗？	
7475	2	乱魂.上生星君	3	120	209055	0	120	4502721	1	10000	脖子洗干净了吗？	
7476	2	乱魂.文曲星君	4	120	219508	0	120	4727857	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7477	2	乱魂.武曲星君	1	120	230483	0	120	4964250	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7478	2	乱魂.益算星君	2	120	242007	0	120	5212463	1	10000	不自量力的家伙，你是赶来送死的吗？	
7479	2	乱魂.破军星君	4	120	254108	0	120	5473086	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7480	2	乱魂.司命星君	1	120	266813	0	120	5746740	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7481	2	乱魂.破军星君	2	120	280154	0	120	6034077	1	10000	不自量力的家伙，你是赶来送死的吗？	
7482	2	黑绳.廉贞星君	1	120	162000	0	120	3480000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7483	2	黑绳.禄存星君	2	120	170100	0	120	3654000	1	10000	脖子洗干净了吗？	
7484	2	黑绳.巨门星君	3	120	178605	0	120	3836700	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7485	2	黑绳.度厄星君	4	120	187536	0	120	4028535	1	10000	脖子洗干净了吗？	
7486	2	黑绳.司禄星君	1	120	196912	0	120	4229962	1	10000	脖子洗干净了吗？	
7487	2	黑绳.延寿星君	2	120	206758	0	120	4441460	1	10000	脖子洗干净了吗？	
7488	2	黑绳.上生星君	3	120	217096	0	120	4663533	1	10000	脖子洗干净了吗？	
7489	2	黑绳.文曲星君	4	120	227951	0	120	4896709	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7490	2	黑绳.武曲星君	1	120	239348	0	120	5141545	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7491	2	黑绳.益算星君	2	120	251315	0	120	5398622	1	10000	不自量力的家伙，你是赶来送死的吗？	
7492	2	黑绳.破军星君	4	120	263881	0	120	5668553	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7493	2	黑绳.司命星君	1	120	277075	0	120	5951981	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7494	2	黑绳.破军星君	2	120	290929	0	120	6249580	1	10000	不自量力的家伙，你是赶来送死的吗？	
7495	2	寂静.廉贞星君	1	120	168000	0	120	3600000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7496	2	寂静.禄存星君	2	120	176400	0	120	3780000	1	10000	脖子洗干净了吗？	
7497	2	寂静.巨门星君	3	120	185220	0	120	3969000	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7498	2	寂静.度厄星君	4	120	194481	0	120	4167450	1	10000	脖子洗干净了吗？	
7499	2	寂静.司禄星君	1	120	204205	0	120	4375822	1	10000	脖子洗干净了吗？	
7500	2	寂静.延寿星君	2	120	214416	0	120	4594614	1	10000	脖子洗干净了吗？	
7501	2	寂静.上生星君	3	120	225136	0	120	4824344	1	10000	脖子洗干净了吗？	
7502	2	寂静.文曲星君	4	120	236393	0	120	5065562	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7503	2	寂静.武曲星君	1	120	248213	0	120	5318840	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7504	2	寂静.益算星君	2	120	260623	0	120	5584782	1	10000	不自量力的家伙，你是赶来送死的吗？	
7505	2	寂静.破军星君	4	120	273655	0	120	5864021	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7506	2	寂静.司命星君	1	120	287337	0	120	6157222	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7507	2	寂静.破军星君	2	120	301704	0	120	6465083	1	10000	不自量力的家伙，你是赶来送死的吗？	
7508	2	血莲.廉贞星君	1	120	174000	0	120	3720000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7509	2	血莲.禄存星君	2	120	182700	0	120	3906000	1	10000	脖子洗干净了吗？	
7510	2	血莲.巨门星君	3	120	191835	0	120	4101300	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7511	2	血莲.度厄星君	4	120	201427	0	120	4306365	1	10000	脖子洗干净了吗？	
7512	2	血莲.司禄星君	1	120	211498	0	120	4521683	1	10000	脖子洗干净了吗？	
7513	2	血莲.延寿星君	2	120	222073	0	120	4747767	1	10000	脖子洗干净了吗？	
7514	2	血莲.上生星君	3	120	233177	0	120	4985156	1	10000	脖子洗干净了吗？	
7515	2	血莲.文曲星君	4	120	244836	0	120	5234414	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7516	2	血莲.武曲星君	1	120	257077	0	120	5496134	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7517	2	血莲.益算星君	2	120	269931	0	120	5770941	1	10000	不自量力的家伙，你是赶来送死的吗？	
7518	2	血莲.破军星君	4	120	283428	0	120	6059488	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7519	2	血莲.司命星君	1	120	297599	0	120	6362462	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7520	2	血莲.破军星君	2	120	312479	0	120	6680586	1	10000	不自量力的家伙，你是赶来送死的吗？	
7521	2	血池.廉贞星君	1	120	180000	0	120	3840000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7522	2	血池.禄存星君	2	120	189000	0	120	4032000	1	10000	脖子洗干净了吗？	
7523	2	血池.巨门星君	3	120	198450	0	120	4233600	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7524	2	血池.度厄星君	4	120	208373	0	120	4445280	1	10000	脖子洗干净了吗？	
7525	2	血池.司禄星君	1	120	218791	0	120	4667544	1	10000	脖子洗干净了吗？	
7526	2	血池.延寿星君	2	120	229731	0	120	4900921	1	10000	脖子洗干净了吗？	
7527	2	血池.上生星君	3	120	241217	0	120	5145967	1	10000	脖子洗干净了吗？	
7528	2	血池.文曲星君	4	120	253278	0	120	5403266	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7529	2	血池.武曲星君	1	120	265942	0	120	5673429	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7530	2	血池.益算星君	2	120	279239	0	120	5957100	1	10000	不自量力的家伙，你是赶来送死的吗？	
7531	2	血池.破军星君	4	120	293201	0	120	6254955	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7532	2	血池.司命星君	1	120	307861	0	120	6567703	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7533	2	血池.破军星君	2	120	323254	0	120	6896088	1	10000	不自量力的家伙，你是赶来送死的吗？	
7534	2	哀嚎.廉贞星君	1	120	186000	0	120	3960000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7535	2	哀嚎.禄存星君	2	120	195300	0	120	4158000	1	10000	脖子洗干净了吗？	
7536	2	哀嚎.巨门星君	3	120	205065	0	120	4365900	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7537	2	哀嚎.度厄星君	4	120	215319	0	120	4584195	1	10000	脖子洗干净了吗？	
7538	2	哀嚎.司禄星君	1	120	226084	0	120	4813405	1	10000	脖子洗干净了吗？	
7539	2	哀嚎.延寿星君	2	120	237389	0	120	5054075	1	10000	脖子洗干净了吗？	
7540	2	哀嚎.上生星君	3	120	249258	0	120	5306779	1	10000	脖子洗干净了吗？	
7541	2	哀嚎.文曲星君	4	120	261721	0	120	5572118	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7542	2	哀嚎.武曲星君	1	120	274807	0	120	5850724	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7543	2	哀嚎.益算星君	2	120	288547	0	120	6143260	1	10000	不自量力的家伙，你是赶来送死的吗？	
7544	2	哀嚎.破军星君	4	120	302975	0	120	6450423	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7545	2	哀嚎.司命星君	1	120	318123	0	120	6772944	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7546	2	哀嚎.破军星君	2	120	334030	0	120	7111591	1	10000	不自量力的家伙，你是赶来送死的吗？	
7547	2	阴灵.廉贞星君	1	120	192000	0	120	4080000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7548	2	阴灵.禄存星君	2	120	201600	0	120	4284000	1	10000	脖子洗干净了吗？	
7549	2	阴灵.巨门星君	3	120	211680	0	120	4498200	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7550	2	阴灵.度厄星君	4	120	222264	0	120	4723110	1	10000	脖子洗干净了吗？	
7551	2	阴灵.司禄星君	1	120	233377	0	120	4959266	1	10000	脖子洗干净了吗？	
7552	2	阴灵.延寿星君	2	120	245046	0	120	5207229	1	10000	脖子洗干净了吗？	
7553	2	阴灵.上生星君	3	120	257299	0	120	5467590	1	10000	脖子洗干净了吗？	
7554	2	阴灵.文曲星君	4	120	270164	0	120	5740970	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7555	2	阴灵.武曲星君	1	120	283672	0	120	6028018	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7556	2	阴灵.益算星君	2	120	297855	0	120	6329419	1	10000	不自量力的家伙，你是赶来送死的吗？	
7557	2	阴灵.破军星君	4	120	312748	0	120	6645890	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7558	2	阴灵.司命星君	1	120	328385	0	120	6978185	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7559	2	阴灵.破军星君	2	120	344805	0	120	7327094	1	10000	不自量力的家伙，你是赶来送死的吗？	
7560	2	怨魂.廉贞星君	1	120	198000	0	120	4200000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7561	2	怨魂.禄存星君	2	120	207900	0	120	4410000	1	10000	脖子洗干净了吗？	
7562	2	怨魂.巨门星君	3	120	218295	0	120	4630500	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7563	2	怨魂.度厄星君	4	120	229210	0	120	4862025	1	10000	脖子洗干净了吗？	
7564	2	怨魂.司禄星君	1	120	240670	0	120	5105126	1	10000	脖子洗干净了吗？	
7565	2	怨魂.延寿星君	2	120	252704	0	120	5360383	1	10000	脖子洗干净了吗？	
7566	2	怨魂.上生星君	3	120	265339	0	120	5628402	1	10000	脖子洗干净了吗？	
7567	2	怨魂.文曲星君	4	120	278606	0	120	5909822	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7568	2	怨魂.武曲星君	1	120	292536	0	120	6205313	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7569	2	怨魂.益算星君	2	120	307163	0	120	6515579	1	10000	不自量力的家伙，你是赶来送死的吗？	
7570	2	怨魂.破军星君	4	120	322521	0	120	6841357	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7571	2	怨魂.司命星君	1	120	338647	0	120	7183425	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7572	2	怨魂.破军星君	2	120	355580	0	120	7542597	1	10000	不自量力的家伙，你是赶来送死的吗？	
7573	2	冥冬.廉贞星君	1	120	204000	0	120	4320000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7574	2	冥冬.禄存星君	2	120	214200	0	120	4536000	1	10000	脖子洗干净了吗？	
7575	2	冥冬.巨门星君	3	120	224910	0	120	4762800	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7576	2	冥冬.度厄星君	4	120	236156	0	120	5000940	1	10000	脖子洗干净了吗？	
7577	2	冥冬.司禄星君	1	120	247964	0	120	5250987	1	10000	脖子洗干净了吗？	
7578	2	冥冬.延寿星君	2	120	260362	0	120	5513536	1	10000	脖子洗干净了吗？	
7579	2	冥冬.上生星君	3	120	273380	0	120	5789213	1	10000	脖子洗干净了吗？	
7580	2	冥冬.文曲星君	4	120	287049	0	120	6078674	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7581	2	冥冬.武曲星君	1	120	301401	0	120	6382608	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7582	2	冥冬.益算星君	2	120	316471	0	120	6701738	1	10000	不自量力的家伙，你是赶来送死的吗？	
7583	2	冥冬.破军星君	4	120	332295	0	120	7036825	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7584	2	冥冬.司命星君	1	120	348909	0	120	7388666	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7585	2	冥冬.破军星君	2	120	366355	0	120	7758099	1	10000	不自量力的家伙，你是赶来送死的吗？	
7586	2	永夜.廉贞星君	1	120	210000	0	120	4440000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7587	2	永夜.禄存星君	2	120	220500	0	120	4662000	1	10000	脖子洗干净了吗？	
7588	2	永夜.巨门星君	3	120	231525	0	120	4895100	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7589	2	永夜.度厄星君	4	120	243102	0	120	5139855	1	10000	脖子洗干净了吗？	
7590	2	永夜.司禄星君	1	120	255257	0	120	5396848	1	10000	脖子洗干净了吗？	
7591	2	永夜.延寿星君	2	120	268019	0	120	5666690	1	10000	脖子洗干净了吗？	
7592	2	永夜.上生星君	3	120	281420	0	120	5950025	1	10000	脖子洗干净了吗？	
7593	2	永夜.文曲星君	4	120	295491	0	120	6247526	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7594	2	永夜.武曲星君	1	120	310266	0	120	6559902	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7595	2	永夜.益算星君	2	120	325779	0	120	6887897	1	10000	不自量力的家伙，你是赶来送死的吗？	
7596	2	永夜.破军星君	4	120	342068	0	120	7232292	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7597	2	永夜.司命星君	1	120	359172	0	120	7593907	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7598	2	永夜.破军星君	2	120	377130	0	120	7973602	1	10000	不自量力的家伙，你是赶来送死的吗？	
7599	2	寒冰.廉贞星君	1	120	216000	0	120	4560000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7600	2	寒冰.禄存星君	2	120	226800	0	120	4788000	1	10000	脖子洗干净了吗？	
7601	2	寒冰.巨门星君	3	120	238140	0	120	5027400	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7602	2	寒冰.度厄星君	4	120	250047	0	120	5278770	1	10000	脖子洗干净了吗？	
7603	2	寒冰.司禄星君	1	120	262550	0	120	5542708	1	10000	脖子洗干净了吗？	
7604	2	寒冰.延寿星君	2	120	275677	0	120	5819844	1	10000	脖子洗干净了吗？	
7605	2	寒冰.上生星君	3	120	289461	0	120	6110836	1	10000	脖子洗干净了吗？	
7606	2	寒冰.文曲星君	4	120	303934	0	120	6416378	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7607	2	寒冰.武曲星君	1	120	319131	0	120	6737197	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7608	2	寒冰.益算星君	2	120	335087	0	120	7074057	1	10000	不自量力的家伙，你是赶来送死的吗？	
7609	2	寒冰.破军星君	4	120	351841	0	120	7427759	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7610	2	寒冰.司命星君	1	120	369434	0	120	7799147	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7611	2	寒冰.破军星君	2	120	387905	0	120	8189105	1	10000	不自量力的家伙，你是赶来送死的吗？	
7612	2	阿鼻.廉贞星君	1	120	222000	0	120	4680000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7613	2	阿鼻.禄存星君	2	120	233100	0	120	4914000	1	10000	脖子洗干净了吗？	
7614	2	阿鼻.巨门星君	3	120	244755	0	120	5159700	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7615	2	阿鼻.度厄星君	4	120	256993	0	120	5417685	1	10000	脖子洗干净了吗？	
7616	2	阿鼻.司禄星君	1	120	269843	0	120	5688569	1	10000	脖子洗干净了吗？	
7617	2	阿鼻.延寿星君	2	120	283335	0	120	5972998	1	10000	脖子洗干净了吗？	
7618	2	阿鼻.上生星君	3	120	297501	0	120	6271648	1	10000	脖子洗干净了吗？	
7619	2	阿鼻.文曲星君	4	120	312377	0	120	6585230	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7620	2	阿鼻.武曲星君	1	120	327995	0	120	6914491	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7621	2	阿鼻.益算星君	2	120	344395	0	120	7260216	1	10000	不自量力的家伙，你是赶来送死的吗？	
7622	2	阿鼻.破军星君	4	120	361615	0	120	7623227	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7623	2	阿鼻.司命星君	1	120	379696	0	120	8004388	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7624	2	阿鼻.破军星君	2	120	398680	0	120	8404608	1	10000	不自量力的家伙，你是赶来送死的吗？	
7625	2	阴阳.廉贞星君	1	120	228000	0	120	4800000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7626	2	阴阳.禄存星君	2	120	239400	0	120	5040000	1	10000	脖子洗干净了吗？	
7627	2	阴阳.巨门星君	3	120	251370	0	120	5292000	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7628	2	阴阳.度厄星君	4	120	263939	0	120	5556600	1	10000	脖子洗干净了吗？	
7629	2	阴阳.司禄星君	1	120	277136	0	120	5834430	1	10000	脖子洗干净了吗？	
7630	2	阴阳.延寿星君	2	120	290992	0	120	6126152	1	10000	脖子洗干净了吗？	
7631	2	阴阳.上生星君	3	120	305542	0	120	6432459	1	10000	脖子洗干净了吗？	
7632	2	阴阳.文曲星君	4	120	320819	0	120	6754082	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7633	2	阴阳.武曲星君	1	120	336860	0	120	7091786	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7634	2	阴阳.益算星君	2	120	353703	0	120	7446375	1	10000	不自量力的家伙，你是赶来送死的吗？	
7635	2	阴阳.破军星君	4	120	371388	0	120	7818694	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7636	2	阴阳.司命星君	1	120	389958	0	120	8209629	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7637	2	阴阳.破军星君	2	120	409455	0	120	8620110	1	10000	不自量力的家伙，你是赶来送死的吗？	
7638	2	红莲.廉贞星君	1	120	234000	0	120	4920000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7639	2	红莲.禄存星君	2	120	245700	0	120	5166000	1	10000	脖子洗干净了吗？	
7640	2	红莲.巨门星君	3	120	257985	0	120	5424300	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7641	2	红莲.度厄星君	4	120	270885	0	120	5695515	1	10000	脖子洗干净了吗？	
7642	2	红莲.司禄星君	1	120	284429	0	120	5980291	1	10000	脖子洗干净了吗？	
7643	2	红莲.延寿星君	2	120	298650	0	120	6279305	1	10000	脖子洗干净了吗？	
7644	2	红莲.上生星君	3	120	313583	0	120	6593271	1	10000	脖子洗干净了吗？	
7645	2	红莲.文曲星君	4	120	329262	0	120	6922934	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7646	2	红莲.武曲星君	1	120	345725	0	120	7269081	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7647	2	红莲.益算星君	2	120	363011	0	120	7632535	1	10000	不自量力的家伙，你是赶来送死的吗？	
7648	2	红莲.破军星君	4	120	381162	0	120	8014162	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7649	2	红莲.司命星君	1	120	400220	0	120	8414870	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7650	2	红莲.破军星君	2	120	420231	0	120	8835613	1	10000	不自量力的家伙，你是赶来送死的吗？	
7651	2	青莲.廉贞星君	1	120	240000	0	120	5040000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7652	2	青莲.禄存星君	2	120	252000	0	120	5292000	1	10000	脖子洗干净了吗？	
7653	2	青莲.巨门星君	3	120	264600	0	120	5556600	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7654	2	青莲.度厄星君	4	120	277830	0	120	5834430	1	10000	脖子洗干净了吗？	
7655	2	青莲.司禄星君	1	120	291722	0	120	6126152	1	10000	脖子洗干净了吗？	
7656	2	青莲.延寿星君	2	120	306308	0	120	6432459	1	10000	脖子洗干净了吗？	
7657	2	青莲.上生星君	3	120	321623	0	120	6754082	1	10000	脖子洗干净了吗？	
7658	2	青莲.文曲星君	4	120	337704	0	120	7091786	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7659	2	青莲.武曲星君	1	120	354590	0	120	7446375	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7660	2	青莲.益算星君	2	120	372319	0	120	7818694	1	10000	不自量力的家伙，你是赶来送死的吗？	
7661	2	青莲.破军星君	4	120	390935	0	120	8209629	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7662	2	青莲.司命星君	1	120	410482	0	120	8620110	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7663	2	青莲.破军星君	2	120	431006	0	120	9051116	1	10000	不自量力的家伙，你是赶来送死的吗？	
7664	2	无间.廉贞星君	1	120	246000	0	120	5160000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7665	2	无间.禄存星君	2	120	258300	0	120	5418000	1	10000	脖子洗干净了吗？	
7666	2	无间.巨门星君	3	120	271215	0	120	5688900	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7667	2	无间.度厄星君	4	120	284776	0	120	5973345	1	10000	脖子洗干净了吗？	
7668	2	无间.司禄星君	1	120	299015	0	120	6272012	1	10000	脖子洗干净了吗？	
7669	2	无间.延寿星君	2	120	313966	0	120	6585613	1	10000	脖子洗干净了吗？	
7670	2	无间.上生星君	3	120	329664	0	120	6914894	1	10000	脖子洗干净了吗？	
7671	2	无间.文曲星君	4	120	346147	0	120	7260638	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7672	2	无间.武曲星君	1	120	363454	0	120	7623670	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7673	2	无间.益算星君	2	120	381627	0	120	8004854	1	10000	不自量力的家伙，你是赶来送死的吗？	
7674	2	无间.破军星君	4	120	400708	0	120	8405096	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7675	2	无间.司命星君	1	120	420744	0	120	8825351	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7676	2	无间.破军星君	2	120	441781	0	120	9266619	1	10000	不自量力的家伙，你是赶来送死的吗？	
7677	2	剧毒.廉贞星君	1	120	168000	0	120	5280000	1	10000	哈哈哈哈，来了个不要命的蝼蚁！	
7678	2	剧毒.禄存星君	2	120	176400	0	120	5544000	1	10000	脖子洗干净了吗？	
7679	2	剧毒.巨门星君	3	120	185220	0	120	5821200	1	10000	说吧，你打算在自己的墓碑上刻上什么字？	
7680	2	剧毒.度厄星君	4	120	194481	0	120	6112260	1	10000	脖子洗干净了吗？	
7681	2	剧毒.司禄星君	1	120	204205	0	120	6417873	1	10000	脖子洗干净了吗？	
7682	2	剧毒.延寿星君	2	120	214416	0	120	6738767	1	10000	脖子洗干净了吗？	
