CountryType_XBXXZ	CountryID_XBXXZ	index_XBXXZ	percent_XBXXZ	itemid_XBXXZ	itemnum_XBXXZ	text_XBXXZ	condition_XBXXZ	Level_XBXXZ	BodyLevel_XBXXZ	Damage_XBXXZ	Defence_XBXXZ	LianDan_XBXXZ	LianQi_XBXXZ	Doom_XBXXZ	Speed_XBXXZ	dodge_XBXXZ	GoldSpirit_XBXXZ	WoodSpirit_XBXXZ	WaterdSpirit_XBXXZ	FiredSpirit_XBXXZ	MudSpirit_XBXXZ	dragon_XBXXZ
3	4	16	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
3	4	17	10	41	2	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
3	4	18	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
3	4	19	10	41	5	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
3	4	20	10	68	10	【{0}】{1}一路向东，路上找到了10块：空冥石，喜不自胜！	0															
3	4	21	10	69	10	【{0}】{1}一路向东，路上找到了10块：金岭砂，欣喜若狂！	0															
3	4	22	10	70	10	【{0}】{1}一路向东，路上找到了10块：陨母，道心激荡！	0															
3	4	23	10	71	10	【{0}】{1}一路向东，路上找到了10株：清灵草，心念通达！	0															
3	4	24	10	72	10	【{0}】{1}一路向东，路上找到了10株：千年人参，聊胜于无！	0															
3	4	25	10	73	10	【{0}】{1}一路向东，路上找到了10株：千年何首乌，聊胜于无！	0															
3	4	26	10	74	10	【{0}】{1}一路向东，路上找到了10株：血精草，喜上眉梢！	0															
3	5	1	10			【{0}】{1}一路向东，路过海妖巢穴，海妖数量过多，加速飞行，匆匆飞过！	0															
3	5	2	10	286	10	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，略有所得！[得到10卷悟道心得]	0															
3	5	3	10	283	5	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
3	5	4	10	283	8	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
3	5	5	10	283	10	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
3	5	6	10	286	100	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，大有收获！[得到100卷悟道心得]	0															
3	5	7	10	729	1	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
3	5	8	10			【{0}】{1}一路向东，一路上游山玩水，心情美哉！	0															
3	5	9	10			【{0}】{1}一路向东，一路上领略海妖界风光，心情舒畅！	0															
3	5	10	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
3	5	11	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
3	5	12	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
3	5	13	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
3	5	14	10			【{0}】{1}一路向东，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
3	5	15	10			【{0}】{1}一路向东，偶见海妖暴虐，忍不住出手教训，却被海妖逃之夭夭！[速度小于50000]	1								50000							
3	5	16	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
3	5	17	10	41	2	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
3	5	18	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
3	5	19	10	41	5	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
3	5	20	10	68	10	【{0}】{1}一路向东，路上找到了10块：空冥石，喜不自胜！	0															
3	5	21	10	69	10	【{0}】{1}一路向东，路上找到了10块：金岭砂，欣喜若狂！	0															
3	5	22	10	70	10	【{0}】{1}一路向东，路上找到了10块：陨母，道心激荡！	0															
3	5	23	10	71	10	【{0}】{1}一路向东，路上找到了10株：清灵草，心念通达！	0															
3	5	24	10	72	10	【{0}】{1}一路向东，路上找到了10株：千年人参，聊胜于无！	0															
3	5	25	10	73	10	【{0}】{1}一路向东，路上找到了10株：千年何首乌，聊胜于无！	0															
3	5	26	10	74	10	【{0}】{1}一路向东，路上找到了10株：血精草，喜上眉梢！	0															
3	6	1	10			【{0}】{1}一路向东，路过海妖巢穴，海妖数量过多，加速飞行，匆匆飞过！	0															
3	6	2	10	286	10	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，略有所得！[得到10卷悟道心得]	0															
3	6	3	10	283	5	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
3	6	4	10	283	8	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
3	6	5	10	283	10	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
3	6	6	10	286	100	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，大有收获！[得到100卷悟道心得]	0															
3	6	7	10	729	1	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
3	6	8	10			【{0}】{1}一路向东，一路上游山玩水，心情美哉！	0															
3	6	9	10			【{0}】{1}一路向东，一路上领略海妖界风光，心情舒畅！	0															
3	6	10	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
3	6	11	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
3	6	12	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
3	6	13	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
3	6	14	10			【{0}】{1}一路向东，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
3	6	15	10			【{0}】{1}一路向东，偶见海妖暴虐，忍不住出手教训，却被海妖逃之夭夭！[速度小于50000]	1								50000							
3	6	16	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
3	6	17	10	41	2	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
3	6	18	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
3	6	19	10	41	5	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
3	6	20	10	68	10	【{0}】{1}一路向东，路上找到了10块：空冥石，喜不自胜！	0															
3	6	21	10	69	10	【{0}】{1}一路向东，路上找到了10块：金岭砂，欣喜若狂！	0															
3	6	22	10	70	10	【{0}】{1}一路向东，路上找到了10块：陨母，道心激荡！	0															
3	6	23	10	71	10	【{0}】{1}一路向东，路上找到了10株：清灵草，心念通达！	0															
3	6	24	10	72	10	【{0}】{1}一路向东，路上找到了10株：千年人参，聊胜于无！	0															
3	6	25	10	73	10	【{0}】{1}一路向东，路上找到了10株：千年何首乌，聊胜于无！	0															
3	6	26	10	74	10	【{0}】{1}一路向东，路上找到了10株：血精草，喜上眉梢！	0															
3	7	1	10			【{0}】{1}一路向东，路过海妖巢穴，海妖数量过多，加速飞行，匆匆飞过！	0															
3	7	2	10	286	10	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，略有所得！[得到10卷悟道心得]	0															
3	7	3	10	283	5	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
3	7	4	10	283	8	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
3	7	5	10	283	10	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
3	7	6	10	286	100	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，大有收获！[得到100卷悟道心得]	0															
3	7	7	10	729	1	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
3	7	8	10			【{0}】{1}一路向东，一路上游山玩水，心情美哉！	0															
3	7	9	10			【{0}】{1}一路向东，一路上领略海妖界风光，心情舒畅！	0															
3	7	10	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
3	7	11	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
3	7	12	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
3	7	13	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
3	7	14	10			【{0}】{1}一路向东，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
3	7	15	10			【{0}】{1}一路向东，偶见海妖暴虐，忍不住出手教训，却被海妖逃之夭夭！[速度小于50000]	1								50000							
3	7	16	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
3	7	17	10	41	2	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
3	7	18	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
3	7	19	10	41	5	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
3	7	20	10	68	10	【{0}】{1}一路向东，路上找到了10块：空冥石，喜不自胜！	0															
3	7	21	10	69	10	【{0}】{1}一路向东，路上找到了10块：金岭砂，欣喜若狂！	0															
3	7	22	10	70	10	【{0}】{1}一路向东，路上找到了10块：陨母，道心激荡！	0															
3	7	23	10	71	10	【{0}】{1}一路向东，路上找到了10株：清灵草，心念通达！	0															
3	7	24	10	72	10	【{0}】{1}一路向东，路上找到了10株：千年人参，聊胜于无！	0															
3	7	25	10	73	10	【{0}】{1}一路向东，路上找到了10株：千年何首乌，聊胜于无！	0															
3	7	26	10	74	10	【{0}】{1}一路向东，路上找到了10株：血精草，喜上眉梢！	0															
3	8	1	10			【{0}】{1}一路向东，路过海妖巢穴，海妖数量过多，加速飞行，匆匆飞过！	0															
3	8	2	10	286	10	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，略有所得！[得到10卷悟道心得]	0															
3	8	3	10	283	5	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
3	8	4	10	283	8	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
3	8	5	10	283	10	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
3	8	6	10	286	100	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，大有收获！[得到100卷悟道心得]	0															
3	8	7	10	729	1	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
3	8	8	10			【{0}】{1}一路向东，一路上游山玩水，心情美哉！	0															
3	8	9	10			【{0}】{1}一路向东，一路上领略海妖界风光，心情舒畅！	0															
3	8	10	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
3	8	11	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
3	8	12	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
3	8	13	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
3	8	14	10			【{0}】{1}一路向东，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
3	8	15	10			【{0}】{1}一路向东，偶见海妖暴虐，忍不住出手教训，却被海妖逃之夭夭！[速度小于50000]	1								50000							
3	8	16	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
3	8	17	10	41	2	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
3	8	18	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
3	8	19	10	41	5	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
3	8	20	10	68	10	【{0}】{1}一路向东，路上找到了10块：空冥石，喜不自胜！	0															
3	8	21	10	69	10	【{0}】{1}一路向东，路上找到了10块：金岭砂，欣喜若狂！	0															
3	8	22	10	70	10	【{0}】{1}一路向东，路上找到了10块：陨母，道心激荡！	0															
3	8	23	10	71	10	【{0}】{1}一路向东，路上找到了10株：清灵草，心念通达！	0															
3	8	24	10	72	10	【{0}】{1}一路向东，路上找到了10株：千年人参，聊胜于无！	0															
3	8	25	10	73	10	【{0}】{1}一路向东，路上找到了10株：千年何首乌，聊胜于无！	0															
3	8	26	10	74	10	【{0}】{1}一路向东，路上找到了10株：血精草，喜上眉梢！	0															
3	9	1	10			【{0}】{1}一路向东，路过海妖巢穴，海妖数量过多，加速飞行，匆匆飞过！	0															
3	9	2	10	286	10	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，略有所得！[得到10卷悟道心得]	0															
3	9	3	10	283	5	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
3	9	4	10	283	8	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
3	9	5	10	283	10	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
3	9	6	10	286	100	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，大有收获！[得到100卷悟道心得]	0															
3	9	7	10	729	1	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
3	9	8	10			【{0}】{1}一路向东，一路上游山玩水，心情美哉！	0															
3	9	9	10			【{0}】{1}一路向东，一路上领略海妖界风光，心情舒畅！	0															
3	9	10	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
3	9	11	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
3	9	12	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
3	9	13	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
3	9	14	10			【{0}】{1}一路向东，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
3	9	15	10			【{0}】{1}一路向东，偶见海妖暴虐，忍不住出手教训，却被海妖逃之夭夭！[速度小于50000]	1								50000							
3	9	16	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
3	9	17	10	41	2	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
3	9	18	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
3	9	19	10	41	5	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
3	9	20	10	68	10	【{0}】{1}一路向东，路上找到了10块：空冥石，喜不自胜！	0															
3	9	21	10	69	10	【{0}】{1}一路向东，路上找到了10块：金岭砂，欣喜若狂！	0															
3	9	22	10	70	10	【{0}】{1}一路向东，路上找到了10块：陨母，道心激荡！	0															
3	9	23	10	71	10	【{0}】{1}一路向东，路上找到了10株：清灵草，心念通达！	0															
3	9	24	10	72	10	【{0}】{1}一路向东，路上找到了10株：千年人参，聊胜于无！	0															
3	9	25	10	73	10	【{0}】{1}一路向东，路上找到了10株：千年何首乌，聊胜于无！	0															
3	9	26	10	74	10	【{0}】{1}一路向东，路上找到了10株：血精草，喜上眉梢！	0															
3	10	1	10			【{0}】{1}一路向东，路过海妖巢穴，海妖数量过多，加速飞行，匆匆飞过！	0															
3	10	2	10	286	10	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，略有所得！[得到10卷悟道心得]	0															
3	10	3	10	283	5	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
3	10	4	10	283	8	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
3	10	5	10	283	10	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
3	10	6	10	286	100	【{0}】{1}一路向东，路过一处岛屿，仔细搜索，大有收获！[得到100卷悟道心得]	0															
3	10	7	10	729	1	【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
3	10	8	10			【{0}】{1}一路向东，一路上游山玩水，心情美哉！	0															
3	10	9	10			【{0}】{1}一路向东，一路上领略海妖界风光，心情舒畅！	0															
3	10	10	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
3	10	11	10			【{0}】{1}一路向东，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
3	10	12	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
3	10	13	10			【{0}】{1}一路向东，发现海妖作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
3	10	14	10			【{0}】{1}一路向东，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
3	10	15	10			【{0}】{1}一路向东，偶见海妖暴虐，忍不住出手教训，却被海妖逃之夭夭！[速度小于50000]	1								50000							
3	10	16	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
3	10	17	10	41	2	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
3	10	18	10			【{0}】{1}一路向东，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
3	10	19	10	41	5	【{0}】{1}一路向东，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
3	10	20	10	68	10	【{0}】{1}一路向东，路上找到了10块：空冥石，喜不自胜！	0															
3	10	21	10	69	10	【{0}】{1}一路向东，路上找到了10块：金岭砂，欣喜若狂！	0															
3	10	22	10	70	10	【{0}】{1}一路向东，路上找到了10块：陨母，道心激荡！	0															
3	10	23	10	71	10	【{0}】{1}一路向东，路上找到了10株：清灵草，心念通达！	0															
3	10	24	10	72	10	【{0}】{1}一路向东，路上找到了10株：千年人参，聊胜于无！	0															
3	10	25	10	73	10	【{0}】{1}一路向东，路上找到了10株：千年何首乌，聊胜于无！	0															
3	10	26	10	74	10	【{0}】{1}一路向东，路上找到了10株：血精草，喜上眉梢！	0															
