Level_XBXXZ	Name_XBXXZ	Iron_XBXXZ	Wood_XBXXZ	Pill_XBXXZ	show_XBXXZ	personpercent100_XBXXZ	personnum100_XBXXZ	personpercent1000_XBXXZ	personnum1000_XBXXZ	personpercent6000_XBXXZ	personnum6000_XBXXZ	persons_XBXXZ
124	124级洗髓池	215100	172080	280200	0.133	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
125	125级洗髓池	217800	174240	283800	0.134	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
126	126级洗髓池	220500	176400	287400	0.135	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
127	127级洗髓池	223200	178560	291000	0.136	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
128	128级洗髓池	225900	180720	294600	0.137	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
129	129级洗髓池	228600	182880	298200	0.138	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
130	130级洗髓池	231300	185040	301800	0.139	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
131	131级洗髓池	234000	187200	305400	0.14	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
132	132级洗髓池	236700	189360	309000	0.141	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
133	133级洗髓池	239400	191520	312600	0.142	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
134	134级洗髓池	242100	193680	316200	0.143	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
135	135级洗髓池	244800	195840	319800	0.144	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
136	136级洗髓池	247500	198000	323400	0.145	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
137	137级洗髓池	250200	200160	327000	0.146	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
138	138级洗髓池	252900	202320	330600	0.147	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
139	139级洗髓池	255600	204480	334200	0.148	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
140	140级洗髓池	258300	206640	337800	0.149	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
141	141级洗髓池	261000	208800	341400	0.15	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
142	142级洗髓池	263700	210960	345000	0.151	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
143	143级洗髓池	266400	213120	348600	0.152	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
144	144级洗髓池	269100	215280	352200	0.153	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
145	145级洗髓池	271800	217440	355800	0.154	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
146	146级洗髓池	274500	219600	359400	0.155	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
147	147级洗髓池	277200	221760	363000	0.156	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
148	148级洗髓池	279900	223920	366600	0.157	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
149	149级洗髓池	282600	226080	370200	0.158	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
150	150级洗髓池	286200	228960	375000	0.159	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
151	151级洗髓池	289800	231840	379800	0.16	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
152	152级洗髓池	293400	234720	384600	0.161	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
153	153级洗髓池	297000	237600	389400	0.162	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
154	154级洗髓池	300600	240480	394200	0.163	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
