index_XBXXZ	type_XBXXZ	name_XBXXZ	needreputation_XBXXZ	needlevel_XBXXZ	clientlevel_XBXXZ	chongz_XBXXZ	shownum_XBXXZ	sell_XBXXZ
167	3	玉皇天功德司	0	51	0	0	18	454,1;455,1;456,1;457,1;458,1;459,1;460,1;461,1;462,1;5073,5;5074,5;5075,5;5076,5;5077,5;5078,5;5079,5;5080,5;5081,5;10,5;11,5;12,5;13,5;14,5;15,5;2773,1;287,1;
168	3	枉死地狱功德司	0	51	0	0	18	400,1;401,1;402,1;403,1;404,1;405,1;406,1;407,1;408,1;5019,5;5020,5;5021,5;5022,5;5023,5;5024,5;5025,5;5026,5;5027,5;10,5;11,5;12,5;13,5;14,5;15,5;2774,1;287,1;687,1;688,1;689,1;690,1;691,1;692,1;693,1;694,1;695,1;
169	3	火山地狱功德司	0	51	0	0	18	400,1;401,1;402,1;403,1;404,1;405,1;406,1;407,1;408,1;5019,5;5020,5;5021,5;5022,5;5023,5;5024,5;5025,5;5026,5;5027,5;10,5;11,5;12,5;13,5;14,5;15,5;2775,1;287,1;
170	3	白骨地狱功德司	0	51	0	0	18	400,1;401,1;402,1;403,1;404,1;405,1;406,1;407,1;408,1;5019,5;5020,5;5021,5;5022,5;5023,5;5024,5;5025,5;5026,5;5027,5;10,5;11,5;12,5;13,5;14,5;15,5;2776,1;287,1;
171	3	乱魂地狱功德司	0	51	0	0	18	400,1;401,1;402,1;403,1;404,1;405,1;406,1;407,1;408,1;5019,5;5020,5;5021,5;5022,5;5023,5;5024,5;5025,5;5026,5;5027,5;10,5;11,5;12,5;13,5;14,5;15,5;2777,1;287,1;
172	3	黑绳地狱功德司	0	51	0	0	18	409,1;410,1;411,1;412,1;413,1;414,1;415,1;416,1;417,1;5028,5;5029,5;5030,5;5031,5;5032,5;5033,5;5034,5;5035,5;5036,5;10,5;11,5;12,5;13,5;14,5;15,5;2778,1;287,1;
173	3	寂静地狱功德司	0	51	0	0	18	409,1;410,1;411,1;412,1;413,1;414,1;415,1;416,1;417,1;5028,5;5029,5;5030,5;5031,5;5032,5;5033,5;5034,5;5035,5;5036,5;10,5;11,5;12,5;13,5;14,5;15,5;2779,1;287,1;
174	3	血莲地狱功德司	0	51	0	0	18	409,1;410,1;411,1;412,1;413,1;414,1;415,1;416,1;417,1;5028,5;5029,5;5030,5;5031,5;5032,5;5033,5;5034,5;5035,5;5036,5;10,5;11,5;12,5;13,5;14,5;15,5;2780,1;287,1;
175	3	血池地狱功德司	0	51	0	0	18	409,1;410,1;411,1;412,1;413,1;414,1;415,1;416,1;417,1;5028,5;5029,5;5030,5;5031,5;5032,5;5033,5;5034,5;5035,5;5036,5;10,5;11,5;12,5;13,5;14,5;15,5;2781,1;287,1;
176	3	哀嚎地狱功德司	0	51	0	0	18	409,1;410,1;411,1;412,1;413,1;414,1;415,1;416,1;417,1;5028,5;5029,5;5030,5;5031,5;5032,5;5033,5;5034,5;5035,5;5036,5;10,5;11,5;12,5;13,5;14,5;15,5;2782,1;287,1;
177	3	阴灵地狱功德司	0	51	0	0	18	409,1;410,1;411,1;412,1;413,1;414,1;415,1;416,1;417,1;5028,5;5029,5;5030,5;5031,5;5032,5;5033,5;5034,5;5035,5;5036,5;10,5;11,5;12,5;13,5;14,5;15,5;2783,1;287,1;
178	3	怨魂地狱功德司	0	51	0	0	18	409,1;410,1;411,1;412,1;413,1;414,1;415,1;416,1;417,1;5028,5;5029,5;5030,5;5031,5;5032,5;5033,5;5034,5;5035,5;5036,5;10,5;11,5;12,5;13,5;14,5;15,5;2784,1;287,1;
179	3	冥冬地狱功德司	0	51	0	0	18	418,1;419,1;420,1;421,1;422,1;423,1;424,1;425,1;426,1;5037,5;5038,5;5039,5;5040,5;5041,5;5042,5;5043,5;5044,5;5045,5;10,5;11,5;12,5;13,5;14,5;15,5;2785,1;287,1;
180	3	永夜地狱功德司	0	51	0	0	18	418,1;419,1;420,1;421,1;422,1;423,1;424,1;425,1;426,1;5037,5;5038,5;5039,5;5040,5;5041,5;5042,5;5043,5;5044,5;5045,5;10,5;11,5;12,5;13,5;14,5;15,5;2786,1;287,1;
181	3	寒冰地狱功德司	0	51	0	0	18	427,1;428,1;429,1;430,1;431,1;432,1;433,1;5046,5;5047,5;5048,5;5049,5;5050,5;5051,5;5052,5;5053,5;5054,5;10,5;11,5;12,5;13,5;14,5;15,5;2787,1;287,1;
182	3	阿鼻地狱功德司	0	51	0	0	18	436,1;437,1;438,1;439,1;440,1;441,1;442,1;443,1;444,1;5055,5;5056,5;5057,5;5058,5;5059,5;5060,5;5061,5;5062,5;5063,5;10,5;11,5;12,5;13,5;14,5;15,5;2788,1;287,1;
183	3	阴阳地狱功德司	0	51	0	0	18	436,1;437,1;438,1;439,1;440,1;441,1;442,1;443,1;444,1;5055,5;5056,5;5057,5;5058,5;5059,5;5060,5;5061,5;5062,5;5063,5;10,5;11,5;12,5;13,5;14,5;15,5;2789,1;287,1;
184	3	红莲地狱功德司	0	51	0	0	18	445,1;446,1;447,1;448,1;449,1;450,1;451,1;452,1;453,1;5064,5;5065,5;5066,5;5067,5;5068,5;5069,5;5070,5;5071,5;5072,5;10,5;11,5;12,5;13,5;14,5;15,5;2790,1;287,1;823,10;
185	3	青莲地狱功德司	0	51	0	0	18	445,1;446,1;447,1;448,1;449,1;450,1;451,1;452,1;453,1;5064,5;5065,5;5066,5;5067,5;5068,5;5069,5;5070,5;5071,5;5072,5;10,5;11,5;12,5;13,5;14,5;15,5;2791,1;287,1;
186	3	无间炼狱功德司	0	51	0	0	18	454,1;455,1;456,1;457,1;458,1;459,1;460,1;461,1;462,1;5073,5;5074,5;5075,5;5076,5;5077,5;5078,5;5079,5;5080,5;5081,5;10,5;11,5;12,5;13,5;14,5;15,5;2792,1;287,1;
187	3	剧毒魔界功德司	0	51	0	0	18	409,1;410,1;411,1;412,1;413,1;414,1;415,1;416,1;417,1;5028,5;5029,5;5030,5;5031,5;5032,5;5033,5;5034,5;5035,5;5036,5;10,5;11,5;12,5;13,5;14,5;15,5;2793,1;287,1;
188	3	火焰魔界功德司	0	51	0	0	18	418,1;419,1;420,1;421,1;422,1;423,1;424,1;425,1;426,1;5037,5;5038,5;5039,5;5040,5;5041,5;5042,5;5043,5;5044,5;5045,5;10,5;11,5;12,5;13,5;14,5;15,5;2794,1;287,1;
189	3	诅咒魔界功德司	0	51	0	0	18	418,1;419,1;420,1;421,1;422,1;423,1;424,1;425,1;426,1;5037,5;5038,5;5039,5;5040,5;5041,5;5042,5;5043,5;5044,5;5045,5;10,5;11,5;12,5;13,5;14,5;15,5;2795,1;287,1;
190	3	恐惧魔界功德司	0	51	0	0	18	418,1;419,1;420,1;421,1;422,1;423,1;424,1;425,1;426,1;5037,5;5038,5;5039,5;5040,5;5041,5;5042,5;5043,5;5044,5;5045,5;10,5;11,5;12,5;13,5;14,5;15,5;2796,1;287,1;
191	3	深渊魔界功德司	0	51	0	0	18	427,1;428,1;429,1;430,1;431,1;432,1;433,1;5046,5;5047,5;5048,5;5049,5;5050,5;5051,5;5052,5;5053,5;5054,5;10,5;11,5;12,5;13,5;14,5;15,5;2797,1;287,1;
192	3	欲界功德司	0	51	0	0	18	436,1;437,1;438,1;439,1;440,1;441,1;442,1;443,1;444,1;5055,5;5056,5;5057,5;5058,5;5059,5;5060,5;5061,5;5062,5;5063,5;10,5;11,5;12,5;13,5;14,5;15,5;2798,1;287,1;
193	3	极乐界功德司	0	51	0	0	18	436,1;437,1;438,1;439,1;440,1;441,1;442,1;443,1;444,1;5055,5;5056,5;5057,5;5058,5;5059,5;5060,5;5061,5;5062,5;5063,5;10,5;11,5;12,5;13,5;14,5;15,5;2799,1;287,1;
194	3	黑暗魔界功德司	0	51	0	0	18	436,1;437,1;438,1;439,1;440,1;441,1;442,1;443,1;444,1;5055,5;5056,5;5057,5;5058,5;5059,5;5060,5;5061,5;5062,5;5063,5;10,5;11,5;12,5;13,5;14,5;15,5;2800,1;287,1;
195	3	毁灭魔界功德司	0	51	0	0	18	436,1;437,1;438,1;439,1;440,1;441,1;442,1;443,1;444,1;5055,5;5056,5;5057,5;5058,5;5059,5;5060,5;5061,5;5062,5;5063,5;10,5;11,5;12,5;13,5;14,5;15,5;2801,1;287,1;
196	3	小魔界功德司	0	51	0	0	18	445,1;446,1;447,1;448,1;449,1;450,1;451,1;452,1;453,1;5064,5;5065,5;5066,5;5067,5;5068,5;5069,5;5070,5;5071,5;5072,5;10,5;11,5;12,5;13,5;14,5;15,5;2802,1;287,1;
197	3	魔佛界功德司	0	51	0	0	18	445,1;446,1;447,1;448,1;449,1;450,1;451,1;452,1;453,1;5064,5;5065,5;5066,5;5067,5;5068,5;5069,5;5070,5;5071,5;5072,5;10,5;11,5;12,5;13,5;14,5;15,5;2803,1;287,1;
198	3	异度魔界功德司	0	51	0	0	18	445,1;446,1;447,1;448,1;449,1;450,1;451,1;452,1;453,1;5064,5;5065,5;5066,5;5067,5;5068,5;5069,5;5070,5;5071,5;5072,5;10,5;11,5;12,5;13,5;14,5;15,5;2804,1;287,1;
199	3	血魔界功德司	0	51	0	0	18	445,1;446,1;447,1;448,1;449,1;450,1;451,1;452,1;453,1;5064,5;5065,5;5066,5;5067,5;5068,5;5069,5;5070,5;5071,5;5072,5;10,5;11,5;12,5;13,5;14,5;15,5;2805,1;287,1;
200	3	天魔界功德司	0	51	0	0	18	445,1;446,1;447,1;448,1;449,1;450,1;451,1;452,1;453,1;5064,5;5065,5;5066,5;5067,5;5068,5;5069,5;5070,5;5071,5;5072,5;10,5;11,5;12,5;13,5;14,5;15,5;2806,1;287,1;
201	3	魔神界功德司	0	51	0	0	18	454,1;455,1;456,1;457,1;458,1;459,1;460,1;461,1;462,1;5073,5;5074,5;5075,5;5076,5;5077,5;5078,5;5079,5;5080,5;5081,5;10,5;11,5;12,5;13,5;14,5;15,5;2807,1;287,1;
